text,class
ชาติ​ชาย​ ณ.เชียงใหม่ อดีต​กรรมการร่างรัฐธรรมนูญ​ดักคอ ศาล​รัฐ​ธรรมนูญ ตัดสิน​ ไอ้​เหี้ย​ตู่​ เผด็จการ​อัปรีย์​จัญไร ไว้แบบนี้​ cr.เมือง​ไทย​ใน​กะลา​ #ประยุทธ์ออกไป #รัฐบาล​ส้นตี​นค​นเชีย​ร์ก็​ส้นตีน​ #ศาลรัฐธรรมนูญ,1
ไอ้เทพบอกว่าจะจัดอีกคนโง่ๆๆแบบนี้มันชอบเงินเต็มกระสอบดีรูปคนแรกบนจากซ้ายไปขวาเห็นไหมละต้องไปนั่งขายห่อหมกละไหนละมีแดกไหมมีงานไหมไอ้เหี้ยตู่มาช่วยไหมสงบเงียบไงชอบไหมละ,1
น่าจะมีการยิงสวนขึ้นไปที่สมองไอ้เหี้ยตู่ส่งมันไปลงนรกเสียดีไอ้อัปรีย์จัญไร ชิงหมาเกิด,1
มันมีกันแทบทุกคนนั้นแหละไอ้เหี้ยตู่ ใครๆๆก็ชอบคำนี้กับไอ้สัส,1
ทุกวันนี้ไอ้เหี้ยตู่ไม่รีดภาษีแม่งมึงหรอ อ่อกูลืมไป มิจฉาชีพยังไงก็ไม่มีข้อมูลทางภาษี,1
กรมอู่ไม่ปลื้ม แต่ไอ้เหี้ยตู่ไอ้เหี้ยป้อมปลื้ม จบนะ เงินถอนเอาไปฝากธนาคารสวิตฯแล้วอ่ะ,1
รู้ว่าเงี่ยนแต่เบาๆกันหน่อยก็ได้ ไม่มีใครสมควรถูกคุกคามหรอกยกเว้นไอ้เหี้ยตู่กับพวกของมัน,1
ทุกวันนี้คนป่วยเยอะ โดยเฉพาะทางจิตประสาท ผลของการบริหารแบบไอ้เหี้ยตู่,1
นัส: พี่ไอ้เหี้ยตู่จะกลับมาได้อีกมั้ย หนู: โด่วชัดขนาดนี้ไอ้เหี้ยตู่กลับมาไม่ได้หรอก 5555555,1
ฟันธงไอ้เหี้ยตู่ไม่รอด ถ้า รอด สานส้นตีนก็ไม่รอด,1
ไอ้​เหี้ย​ตู่​ เผด็จการ​อัปรีย์​จัญไร โดนชาวบ้าน​จ.ระยอง​ ด่าแบบนี้​ขณะลง​พื้นที่​น้ำท่วม​ ออกไป #รัฐบาล​ส้นตี​นค​นเชีย​ร์ก็​ส้นตีน​ #น้ําท่วมระยอง แม่งหน้าด้านหน้าทนว่ะนายพล​กองทัพ​บก​ไทย​ใจ​หี​มด​หน้า​ตัวเมีย,1
อย่างไอ้ป้อมใช่มั้ยคะ เหี้ยมากเลยนะคะรายนั้น หน้าด้านมานั่งแทนนายกอีก ขนาดตู่มันไปแล้ว หนีเอดส์มาเจอมะเร็งแท้ๆคนไทย สู้ๆค่ะ เศรษฐกิจก็แย่ทั้งประเทศแหละค่ะ เพราะคนโง่ไม่กี่คน,1
เกลียดชิบหายเลย ไอ้ท่าทุบ-อก-ยกมือไอเลิฟยู ใครดีไซน์ให้มันวะ มันปลอมโคตรๆ เลย แม่ง ใส่สูทยืนบนรถตรวจน้ำแห้ง ไม่ยอมลุยน้ำท่วม ไอ้เหี้ยตู่,1
เยาวชน​ที่.ระยอง​จัดให้ ไอ้​เหี้ย​ตู่​ เผด็จการ​อัปรีย์​จัญไร ดูอย่างไรก็รู้ว่าปลอมมาก​ เจ้าของ​คลิป​  #ประยุทธ์ออก​ไป​ #ประยุทธ์ตัวตลก​ #รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน  นายพล​กองทัพ​บก​ไทย​ใจ​หี​มด​ตัวตลก​ของจริง  ทหารไทย​กระจอกว่ะ,1
