text,class,text_clean
จัดไป รอคนเปิด เมือไร ไอ้เหี้ยตู่ ป้อม ป็อก ตายคาตีนแน่นอน,1,จัด ไป   รอคน เปิด   เมือ ไร   ไอ้เหี้ยตู่   ป้อม   ป็อก   ตายคาตีนแน่นอน
ไอ้พรรคเหี้ยๆ ที่เห่าต่อต้านเผด็จการ แต่หนุนไอ้โง่ ตอแหลว่ามาจากการเลือกตั้ง มึงเอาหน้าไปมุดตูดหมานะ,1,ไอ้พรรคเหี้ย ๆ   ที่ เห่า ต่อ ต้านเผด็จ การ   แต่ หนุนไอ้โง่   ตอแหล ว่า มา จาก การ เลือก ตั้ง   มึง เอา หน้า ไป มุดตูดห มา นะ
ปปช ไอ้เหี้ยป้อมตั้งมาทั้งนั้น หมามันจะกล้ากัดเจ้าของเหรอ,1,ปปช   ไอ้เหี้ยป้อม ตั้ง มา ทั้งนั้น   ห มา มัน จะ กล้ากัดเจ้า ของ เหรอ
อาจริง สส กลัวเหี้ยไรไอ้ป้อมวะ เหี้ยนี่แม่งเหี้ยพอๆกะไอ้ตู่เลยนะ แถมใกล้ตายห่าละ เดินขัดขาให้แม่งล้มก็ตายละมั้ง,1,อาจ ริง   สส   กลัวเหี้ย ไร ไอ้ป้อมวะ   เหี้ย นี่ แม่งเหี้ย พอๆ กะไอ้ตู่ เลย นะ   แถม ใกล้ ตายห่า ละ   เดินขัดขา ให้ แม่งล้ม ก็ ตาย ละ มั้ง
มีคนบอกบ๊วยหน้าเหมือนป้อม ไอ้เหี้ย กุไม่ไหวแล้ส55555555555555555555 หนูรันมึงมาดูที,1,มี คน บอก บ๊วยหน้าเหมือนป้อม   ไอ้เหี้ย   กุ ไม่ ไหวแล้ส 55555555555555555555   หนูรัน มึง มา ดู ที
้เหี้ยไปอีกคือไอ้ตู่ยกมือรับกับไอ้ป้อม,1,้เหี้ย ไป อีก คือ ไอ้ตู่ยกมือ รับ กับ ไอ้ป้อม
ดีเลย์3ชม อุบาทมากนกแอร์ มึงจำไว้,1,ดีเลย์ 3 ชม   อุบาท มาก นกแอร์   มึง จำ ไว้
อิเหี้ยยย เลื่อนเวลาบิน 2 รอบ พอมาถึงก็เปลี่ยน gate 3 รอบ พอจะบินก็มีปัญหาอีก เจริญละนกแอร์,1,อิเหี้ยยย   เลื่อนเวลาบิน   2   รอบ   พอ มา ถึง ก็ เปลี่ยน   gate   3   รอบ   พอจะ บิน ก็ มี ปัญหา อีก   เจริญ ละ นกแอร์
ขนาดคนแบบพ่อกุยังเคยโดนโซตัส ระบบนี้แม่งหัวดอ,1,ขนาดคน แบบ พ่อกุ ยัง เคย โดนโซตัส   ระบบ นี้ แม่งหัวดอ
งงอิพวกเห็นดีเห็นงามกับโซตัส ต่อต้านรัฐประหารแต่โซตัสมันมีข้อดีนะ,1,งงอิ พวก เห็น ดี เห็น งาม กับ โซตัส   ต่อ ต้านรัฐประหาร แต่ โซตัส มัน มี ข้อดี นะ
นั่งฟังคลิปพี่นายอาร์มพูดเรื่องโซตัส แล้วโคตรปวดใจแบบพี่เขาเก่งชหที่ผ่านมาได้อะ แล้วทำไมพี่เขาถึงจะออกมาพูดครสตัวเองตอนนั้นไม่ได้ ทำไมจะมาพูดความบิดเบี้ยวของโซตัวที่เค้าเจอไม่ได้ พอเขาออกมาพูดมาทำเป็นรับไม่ได้หาว่าเขาแขวะ โถอีดอก,1,นั่งฟังคลิปพี่ นาย อาร์ม พูด เรื่องโซตัส   แล้ว โคตรปวดใจ แบบ พี่ เขา เก่งชห ที่ ผ่าน มา ได้ อะ   แล้ว ทำไม พี่ เขา ถึงจะ ออก มา พูด ครสตัว เอง ตอน นั้น ไม่ ได้   ทำไม จะ มา พูด ความ บิดเบี้ยว ของ โซตัว ที่ เค้าเจอ ไม่ ได้   พอ เขา ออก มา พูด มา ทำ เป็น รับ ไม่ ได้ หา ว่า เขา แขวะ   โถ อีดอก
ที่พี่รุ่นที่แล้วยกเลิกระบบว้ากส้นตีนไรออกไป เขาบอกว่าไม่ชอบที่พี่ปีก่อนมันทำ บุญหัวรุ่นนี้จัดๆ แล้วก็คือหมดแล้ว จบระบบรุ่นพี่โซตัส สิ้นสุดตั้งแต่นี่ลงไป,1,ที่ พี่รุ่น ที่แล้ว ยก เลิกระบบว้ากส้นตีน ไร ออก ไป   เขา บอกว่า ไม่ ชอบ ที่ พี่ปี ก่อน มัน ทำ   บุญหัวรุ่น นี้ จัด ๆ   แล้ว ก็คือ หมด แล้ว   จบระบบรุ่นพี่โซตัส   สิ้น สุด ตั้งแต่ นี่ ลง ไป
