,Tweet
85,@sirotek สถาบันกษัตริย์ไทยเป็นสัญลักษณ์ของการกดขี่ เหยียดหยามศักดิ์ศรีของความเป็นมนุษย์คนไทย เป็นสถาบันที่ไร้อารยธรรมมาก งบประมาณที่ต้องส่งไปดููแลเอาไปให้คนไทยเรียนฟรีถึงมหาวิทยาลัย ป.ตรี ป.โท. ป.เอกได้สบายๆ ไม่ต้องมาเป็นประเด็นล้างหนี้เงินกู้ กยศ.
86,"#ชูพนันออนไลน์ถูกกม. ! ชัช เตาปูน  ชูเอาเงินมาล้างหนี้ กยศ.ฟรี
 "
87,"555555555555555555555555555
นโยบายล้างหนี้ กยศ โดยการผลักดันคาสิโนถูกกฏหมาย จะเอาเงินมาล้างหนี้ให้ สมัยก่อนต่อต้านแทบตาย เนี้ยละน้าาาาาา สภาพพพพพพ"
88,@35yashicav2 หา การพนันล้างหนี้กยศ.เนี่ยนะ 
89,"'ชัช เตาปูน' ปูพรมภาคใต้ ชูพนันออนไลน์ถูกกม. ล้างหนี้กยศ.
 "
90,มีหลายครั้งเราโคตรไม่พอใจก้าวไกลเลยอะ lookดูจะก้าวหน้า แต่ตามมวลชนตลอด ทั้งยกเลิก112 สมรสเท่าเทียม ล้างหนี้กยศ. ไม่สุดสักอย่าง พอจะก้าวหน้าก็ถอยมา 1 ก้าวตลอด เล่นการเมืองเป็นเต้นลีลาศเลย น่ารำคาญมาก ตามไปด่าไป
91,เศรษฐศาสตร์กับการล้างหนี้ กยศ. เมื่อต้นตอของปัญหาคือความยากจนของนักเรียนไทย ()
92,"บทความนี้นำเสนอมุมมองด้านเศรษฐศาสตร์ต่อกระแสการ #ล้างหนี้กยศ

การล้างหนี้ไม่เพียงช่วยเหลือนักเรียนจากครอบครัวยากจน แต่ยังแก้ไขปัญหาระบบการชำระหนี้และการเบี้ยวหนี้ของกองทุน กยศ. 

บทความนี้จะอธิบายว่าทำไมผมถึงคิดเช่นนั้น
#TheStandardNews #TheStandardOpinion
"
93,อีนิวล้างหนี้ กยศ. นี่เบียวเกลียดราชวงศ์ทุกคนบนโลกใบนี้หรอ ถ้าเกิดเร็วกว่านี้กูว่าเผลอๆได้เป็นหัวหน้าเรดการ์ดให้เหมาเจ๋อตุง
94,SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง [ร่ว...  ผ่าน @YouTube
95,@kiki_kik9 @IamokWhathappen @nateepat_mfp แต่ตอนกู้เค้าก็ระบุสัญญามาแล้วว่ายอดเท่านี้ดอกเท่านี้ คนกู้ก็ยินยอม แต่พอเรียนจบทำงาน มีข้ออ้างกันสารพัดที่จะไม่จ่าย บางคนหนีหนี้ก็มี มันเอาเปรียบคนที่กัดฟันจ่ายมาก ไม่ควรล้างหนี้ ถ้าจะมีเรียนฟรีก็ขอให้เริ่มต้นตั้งแต่ร่างกฏหมายผ่าน แต่อาจลดดอกเบี้ยกยศหรือหักล้างดอกเบี้ยจ่ายแค่ต้น
